content,cleaned_content,score,sentiment,label_used,text_source
"Habis update kemarin jd berat. Mw login dari jam 5 pagi diulang jam 5 sore masih gabisa login maunya apa si? Gak dibayar dendanya banyak, neror, mau bayar gabisa login sama sekali. Close acc aja lah abis ini",habis update kemarin jd berat mw login dari jam pagi diulang jam sore masih gabisa login maunya apa si gak dibayar dendanya banyak neror mau bayar gabisa login sama sekali close acc aja lah abis ini,1,negative,negative,score_augmented
"Aplikasi perbankan ini sangat mudah, aku ajarin mamaku sebentar aja langsung ngerti. Kata mama Jenius emang jenius banget, TOP dah😎",aplikasi perbankan ini sangat mudah aku ajarin mamaku sebentar aja langsung ngerti kata mama jenius emang jenius banget top dah,5,positive,positive,score_augmented
Semoga kedepannya aplikasi semakin ringan penggunaannya 👏,semoga kedepannya aplikasi semakin ringan penggunaannya,5,positive,positive,score_augmented
"Baru login sudah expired lagi sesinya, otomatis ke logout. Login lagi, expired lagi. Login lagi, expired lagi.",baru login sudah expired lagi sesinya otomatis ke logout login lagi expired lagi login lagi expired lagi,1,negative,negative,score_augmented
Down during high season. Bwleahhhhhh 👎,high season bwleahhhhhh,1,negative,negative,score_augmented
"emng jenius deh, apk mbanking terkeren dgn berbagai macam kemudahan, top up, bayar netflix, ga bakal nyesel deh pkonya keren!!!",emng jenius deh apk mbanking terkeren dgn berbagai macam kemudahan top bayar netflix ga bakal nyesel deh pkonya keren,5,positive,positive,score_augmented
"Very very usefull! Penggunaannya juga mudah, digital perbankan yang bisa dijangkau oleh banyak kalangan. Great apps!",usefull penggunaannya juga mudah digital perbankan yang bisa dijangkau oleh banyak kalangan great apps,5,positive,positive,score_augmented
"Aplikasinya sih bagus2 aja, tapi tolong dong itu fitur QRIS-nya diperbaiki lagi. Masa buat scan QR code aja perlu waktu sampe 1 menit? Padahal aplikasi2 saya yang lain nggak ada yang sampe 10 detik buat scan QR code, sangat menghambat transaksi 😕",aplikasinya sih bagus aja tapi tolong dong itu fitur qrisnya diperbaiki lagi masa buat scan qr code aja perlu waktu sampe menit padahal aplikasi saya yang lain nggak ada yang sampe detik buat scan qr code sangat menghambat transaksi,3,neutral,neutral,score_augmented
bank maling iki cuk!!,bank maling iki cuk,1,negative,negative,score_augmented
"Dulu sih oke, tp makin kesini kok aplikasi lelet bgt kaya yg berat aplikasinya, suka eror pula. Trus sering bgt nemu kasus unlink device yg dipersulit bukan dipermudah, kayanya emng harus dirate rendah dulu biar pelanggan didengar. Ckckck",dulu sih oke tp makin kesini kok aplikasi lelet bgt kaya yg berat aplikasinya suka eror pula trus sering bgt nemu kasus unlink device yg dipersulit bukan dipermudah kayanya emng harus dirate rendah dulu biar pelanggan didengar ckckck,2,negative,negative,score_augmented
"So far this apps is god, thank you jenius",far apps god thank jenius,5,positive,positive,score_augmented
"Sudah verifikasi via vid call masih jg belum aktif. Seharusnya ganti nama aja, aplikasi jenius tp layanan idiot",sudah verifikasi via vid call masih jg belum aktif seharusnya ganti nama aja aplikasi jenius tp layanan idiot,1,negative,negative,score_augmented
Helpful for life,helpful life,5,positive,positive,score_augmented
"jenius enak banget, simple tampilan ui/ux nya. Jadi memudahkan pengguna. bank terbaik sih jenius selama ini yang aku pake",jenius enak banget simple tampilan uiux nya jadi memudahkan pengguna bank terbaik sih jenius selama ini yang aku pake,5,positive,positive,score_augmented
Ga bisa login habis ganti hp,ga bisa login habis ganti hp,1,negative,negative,score_augmented
"This app is so easy to use, I usually use this app to make payments on a spotify account.",app easy use usually use app make payment spotify account,5,positive,positive,score_augmented
"Sumpah mau kirim, atau klik klik menu kenapa lemot banget, pengen banting HP aj",sumpah mau kirim atau klik klik menu kenapa lemot banget pengen banting hp aj,3,neutral,neutral,score_augmented
Layanan CS nya sangat buruk. Gak responsif. Telp nyedot pulsa. Chat lama terhubungnya ke agent. Kemarin ada maintenance. Dari bank lain ada yang transfer sampai sekarang gak masuk-masuk. Perbaiki dong layanan CS nya. Kasih tempat dan banyakin agent yang bisa bantu masalah kita. Jangan kalah sama penyedia hosting. Layanan CS mereka cepet loh!,layanan c nya sangat buruk gak responsif telp nyedot pulsa chat lama terhubungnya ke agent kemarin ada maintenance dari bank lain ada yang transfer sampai sekarang gak masukmasuk perbaiki dong layanan c nya kasih tempat dan banyakin agent yang bisa bantu masalah kita jangan kalah sama penyedia hosting layanan c mereka cepet loh,1,negative,negative,score_augmented
applikasi sering banget down or tidak bisa login...jadi disaat diperlukan malah tidak bisa.,applikasi sering banget tidak bisa loginjadi disaat diperlukan malah tidak bisa,3,neutral,neutral,score_augmented
The app keeps popping in without any triggers! so annoying! Had to uninstalled it to keep my phone peaceful. please fix the bug.,app keep popping without trigger annoying uninstalled keep phone peaceful please fix bug,1,negative,negative,score_augmented
Aplikasi e-wallet atau mbanking ini bagus simple banget. Aku jadi bisa kenabung nih disinijjj,aplikasi ewallet atau mbanking ini bagus simple banget aku jadi bisa kenabung nih disinijjj,5,positive,positive,score_augmented
"Dari awalnya free admin s.d free top-up e-wallet, sekarang dihilangkan semua, server aplikasi juga pelan. So it's time to say goodbye. Terima kasih sudah menemani 3-4 tahun ini. Waktunya pindah ke Blu.",dari awalnya free admin sd free topup ewallet sekarang dihilangkan semua server aplikasi juga pelan time say goodbye terima kasih sudah menemani tahun ini waktunya pindah ke blu,1,negative,negative,score_augmented
Saya ganti hp. Mau login jeni di hp baru malah gabisa. Hadeeeeeehhhhh jeni jenii. Kapan kamu berhenti berulah jeniii.,saya ganti hp mau login jeni di hp baru malah gabisa hadeeeeeehhhhh jeni jenii kapan kamu berhenti berulah jeniii,1,negative,negative,score_augmented
mudah dan praktis,mudah dan praktis,5,positive,positive,score_augmented
Buggy af and loves to crash for no reason. less than useful customer service. Use as 2nd or 3rd banking app after bca or livin,buggy af love crash reason less useful customer service use nd rd banking app bca livin,2,negative,negative,score_augmented
Ga bisa login,ga bisa login,1,negative,negative,score_augmented
"Kenapa tidak bisa login ya? setelah input otp terus diminta bikin PIN terus langsung pindah ke halaman awal lg, login, otp, pin, gitu terus.",kenapa tidak bisa login ya setelah input otp terus diminta bikin pin terus langsung pindah ke halaman awal lg login otp pin gitu terus,1,negative,negative,score_augmented
"Gak nyesel deh dowload apk ini, sekarang pake jenius bisa tranfer bank gak perlu ribet.",gak nyesel deh dowload apk ini sekarang pake jenius bisa tranfer bank gak perlu ribet,5,positive,positive,score_augmented
Aplikasinya bagus banget Aktivasinya juga cepet,aplikasinya bagus banget aktivasinya juga cepet,5,positive,positive,score_augmented
"It's getting slower and failed transactions occurred more often. More annoying push notifications. QR payments mostly failed (successful with other mbanking), it took so long to load the app and check the balance. Not only that, even normal bank transfers are getting buggy (failed transfer). Oh and the text in the inapp CS chat is white! I can't even see what i typed. FYI I'm using the latest app :)",getting slower failed transaction occurred often annoying push notification qr payment mostly failed successful mbanking took long load app check balance even normal bank transfer getting buggy failed transfer oh text inapp c chat white cant even see typed fyi im using latest app,2,negative,negative,score_augmented
parah gk bisa login sudah di sini pulsa telpon cs nya mau ganti link video mahal banyak tanya ini itu habis pulsa 50k..coba kalau fi telpon langsung aja nah keluhan nya gitu,parah gk bisa login sudah di sini pulsa telpon c nya mau ganti link video mahal banyak tanya ini itu habis pulsa kcoba kalau fi telpon langsung aja nah keluhan nya gitu,1,negative,negative,score_augmented
Ok,ok,5,positive,positive,score_augmented
"membantu sekali untuk menabung, aplikasi simple dan mudah digunakan",membantu sekali untuk menabung aplikasi simple dan mudah digunakan,5,positive,positive,score_augmented
"Aplikasi Jenius UI UX simple,mudah digunakan,fiturnya juga lengkap mulai dari menabung,pinjam meminjam,transaksi elektronik sampai jual beli mata uang asing. Goodjob!",aplikasi jenius ui ux simplemudah digunakanfiturnya juga lengkap mulai dari menabungpinjam meminjamtransaksi elektronik sampai jual beli mata uang asing goodjob,5,positive,positive,score_augmented
Salah satu e wallet yg mudah digunakan. Bisa membagi bagi uang sesuai jenis kebutuhan.,salah satu e wallet yg mudah digunakan bisa membagi bagi uang sesuai jenis kebutuhan,5,positive,positive,score_augmented
"""Your session has expired"" setiap selesai membuat pin. Kemudian dikembalikan ke halaman log in, sudah berulang kali dan sampai sekarang belum berhasil log in.",session expired setiap selesai membuat pin kemudian dikembalikan ke halaman log sudah berulang kali dan sampai sekarang belum berhasil log,1,negative,negative,score_augmented
Very useful application,useful application,5,positive,positive,score_augmented
Too slow almost cannot open the app,slow almost cannot open app,1,negative,negative,score_augmented
aktivasinya ga ribet 👍🏻,aktivasinya ga ribet,5,positive,positive,score_augmented
"Senang menabung di bank digital Jenius. UI UX nya juga simpel, jadi familiar aja seperti saat menggunakan e wallet",senang menabung di bank digital jenius ui ux nya juga simpel jadi familiar aja seperti saat menggunakan e wallet,5,positive,positive,score_augmented
Pake Jenius Mantaap...Semoga Update Terus,pake jenius mantaapsemoga update terus,5,positive,positive,score_augmented
"Gabisa login, tulisannya session has expired melulu atau ga connection error",gabisa login tulisannya session expired melulu atau ga connection error,1,negative,negative,score_augmented
Ini kenapasih dari bbrp hr lalu saya mau buka gakbisa2 tulisannya sesimu berakhir dan ke log out otomatis?????,ini kenapasih dari bbrp hr lalu saya mau buka gakbisa tulisannya sesimu berakhir dan ke log otomatis,1,negative,negative,score_augmented
Aplikasinga cukup simple hanya untuk pindah ke device baru yang aga repot,aplikasinga cukup simple hanya untuk pindah ke device baru yang aga repot,4,positive,positive,score_augmented
"hapus aja lah, aplikasi gak guna masak mau login session expired mulu , dah ambil aja saldo saya yg gk seberapa, mending pindah ke sebelah aja",hapus aja lah aplikasi gak guna masak mau login session expired mulu dah ambil aja saldo saya yg gk seberapa mending pindah ke sebelah aja,1,negative,negative,score_augmented
"It is such a good application for daily user, easy features make the best experience, simple design of ui 👍",good application daily user easy feature make best experience simple design ui,5,positive,positive,score_augmented
Slow Response.. Need To Improve Your Connection,slow response need improve connection,3,neutral,neutral,score_augmented
Aku dipaksa download 🙄,aku dipaksa download,1,negative,negative,score_augmented
Sebenarnya ini aplikasi bagus tetapi Kenapa saya harus telpon call center hanya untuk unlink device ketika saya ingin ganti handphone? Membuang waktu. Aplikasi mbanking yang lain tidak seperti ini. Aplikasinya juga ketika dibuka loading terlalu lama.,sebenarnya ini aplikasi bagus tetapi kenapa saya harus telpon call center hanya untuk unlink device ketika saya ingin ganti handphone membuang waktu aplikasi mbanking yang lain tidak seperti ini aplikasinya juga ketika dibuka loading terlalu lama,1,negative,negative,score_augmented
