content,cleaned_content,score,sentiment,label_used
"Really bad application, can't log in to new device , though Email and password correct already. Even old device has been uninstalled. The notice keep appearing as Timed out. Pls fix this issue soon. Such a waste.",really bad application cant log new device though email password correct already even old device uninstalled notice keep appearing timed pls fix issue soon waste,1,negative,negative
"aplikasi tidak stabil sering kali tiba tiba freeze ketika digunakan, saat idol maupun saat menghubungi CS",aplikasi tidak stabil sering kali tiba tiba freeze ketika digunakan saat idol maupun saat menghubungi c,1,negative,negative
Lemot banget aplikasinya,lemot banget aplikasinya,1,negative,negative
"UI barunya kurang, udah bagus yang sebelumnya, tolong update selanjutnya improve aja loading tiap pindah halaman.",ui barunya kurang udah bagus yang sebelumnya tolong update selanjutnya improve aja loading tiap pindah halaman,2,negative,negative
"Registrasi lama2,gw lagi sakit di Telepon CS suruh video call minggu ini katanya, maksain video call buat beresin registrasi malah di tolak akunnya , sekarang login aja g bisa,stuck di pin create unknown error Ga jelas bgt si",registrasi lamagw lagi sakit di telepon c suruh video call minggu ini katanya maksain video call buat beresin registrasi malah di tolak akunnya sekarang login aja g bisastuck di pin create unknown error ga jelas bgt si,1,negative,negative
Menabung di jenius sangat mudah dan menyenangkan karena ada dompet dompet yang terpisah. Mbanking juga sangat cepat dan mudah digunakan.,menabung di jenius sangat mudah dan menyenangkan karena ada dompet dompet yang terpisah mbanking juga sangat cepat dan mudah digunakan,5,positive,positive
"Jangan download, Biaya admin dan pajak perbulan 40rb",jangan download biaya admin dan pajak perbulan rb,1,negative,negative
it's a good app. UI UX simple jadi gampang banget dipake buat transaksi sehari2.,good app ui ux simple jadi gampang banget dipake buat transaksi sehari,5,positive,positive
"update 16 oktober 2024 masih juga gabisa dibuka ini app, kalo gabisa benerin tolong bolehkan saya pakai app versi lama versi awal september 2024 percuma saya invest, pakai cc, flexi cash, paylater semua fitur yang dijanjikan kalo app nya aja gabisa dibuka gini",update oktober masih juga gabisa dibuka ini app kalo gabisa benerin tolong bolehkan saya pakai app versi lama versi awal september percuma saya invest pakai cc flexi cash paylater semua fitur yang dijanjikan kalo app nya aja gabisa dibuka gini,1,negative,negative
"aplikasi safe ini bisa digunakan untuk mobile banking online, netflix, dan spotify. keren!",aplikasi safe ini bisa digunakan untuk mobile banking online netflix dan spotify keren,5,positive,positive
"I got an ""oops, wrong PIN"" everytime i tried to login. And i have no idea why my account can't be activated. The only clue i got is just an email saying that there are some requirements that i missed. But it's only that. What did i do wrong? What requirements do i miss? No idea Not a pleasant experience | edit/update: just don't register online, see an outlet and let the admin do it for you",got oops wrong pin everytime tried login idea account cant activated clue got email saying requirement missed wrong requirement miss idea pleasant experience editupdate dont register online see outlet let admin,2,negative,negative
"This very smart online banking application can be used easily and Registering is free, there is no minimum balance and you can also make free transactions to various banks for 25 transactions. this is a trusted application👍",smart online banking application used easily registering free minimum balance also make free transaction various bank transaction trusted application,5,positive,positive
Can't login,cant login,2,negative,negative
"UI nya kian hari makin lambat, tiap update kayak ngga ada hasil. Plus Jenius sekarang sudah blokir Gopay, ovo, dll, atau bahkan online shopping. Udah lagi notifikasi security nya tiap hari sampe bosen ngeliatnya. Saatnya pindah ke alternatif. Bakal tarik Maxi Saver yg sudah saya tanam kalau begini terus, trust level saya kian hari makin rendah dengan Jenius. Ada apa ini ya...? Padahal dulu app nya bagus & banyak potensi, eh jadi bobrok begini.",ui nya kian hari makin lambat tiap update kayak ngga ada hasil plus jenius sekarang sudah blokir gopay ovo dll atau bahkan online shopping udah lagi notifikasi security nya tiap hari sampe bosen ngeliatnya saatnya pindah ke alternatif bakal tarik maxi saver yg sudah saya tanam kalau begini terus trust level saya kian hari makin rendah dengan jenius ada apa ini ya padahal dulu app nya bagus banyak potensi eh jadi bobrok begini,1,negative,negative
Menglemot dan ada biaya admi,menglemot dan ada biaya admi,1,negative,negative
Edit profil trus force closed.,edit profil trus force closed,2,negative,negative
"Aplikasinya lengkap banget, bikin gampang buat menabung, top up e wallet juga cepet, mantap!",aplikasinya lengkap banget bikin gampang buat menabung top e wallet juga cepet mantap,5,positive,positive
"Really helpfull, newest version has fast performance. Banyak pilihan kartu dan fitur flexi cash enak bangettt. Tf pakai cashtag enak dan belanja pakai jenius easy",really helpfull newest version fast performance banyak pilihan kartu dan fitur flexi cash enak bangettt tf pakai cashtag enak dan belanja pakai jenius easy,5,positive,positive
Tidak bisa log in pada sudah verivikasi leqat sms sudah itu auto log out. Bye jenius!,tidak bisa log pada sudah verivikasi leqat sm sudah itu auto log bye jenius,1,negative,negative
"Can u guys fix the ""session expired"" thing? It is frustrating. PLEASE make a SIMPLE solution bcs there's a lot of people suffer from this.",u guy fix session expired thing frustrating please make simple solution bcs there lot people suffer,1,negative,negative
Frustasing with login always sesion expired after otp and create token.,frustasing login always sesion expired otp create token,1,negative,negative
"used to like this app before. but since I logged out from this app, I cant login anymore. 'your session had expired' and just force closed. gosh, it irritates me so much. I've been doing the same step so many times",used like app since logged app cant login anymore session expired force closed gosh irritates much ive step many time,2,negative,negative
aplikasi e wallet paling simple!! aktivasi nya juga mudah banget.,aplikasi e wallet paling simple aktivasi nya juga mudah banget,5,positive,positive
Chat feature not work correctly. It's always connecting and my messages not send after that. The cs response also slow. Very bad. I can't solve my problem with chat feature.,chat feature work correctly always connecting message send c response also slow bad cant solve problem chat feature,1,negative,negative
Aplikasi yang sangat bagus dan mudah digunakan serta aktivasi sangat mudah dan cepat,aplikasi yang sangat bagus dan mudah digunakan serta aktivasi sangat mudah dan cepat,5,positive,positive
"Terdapat bugs: ketika login di perangkat baru, lalu create new pin, selalu saja muncul keterangan session expired dan kembali ke halaman login awal.",terdapat bug ketika login di perangkat baru lalu create new pin selalu saja muncul keterangan session expired dan kembali ke halaman login awal,1,negative,negative
"Good but when we lost our phone or reset our phone , wee need to unlink previus devices first to login aggain to jenius , if we reset our device and forgot to unlik the devices you need call service the bank to unlink it , so mucj hassled but overral is not 100 % online bank application , still you need manual call just to unlink device if you do reset or lost your device !! , it hard to call to local number if we live oversea , overal apps is good",good lost phone reset phone wee need unlink previus device first login aggain jenius reset device forgot unlik device need call service bank unlink mucj hassled overral online bank application still need manual call unlink device reset lost device hard call local number live oversea overal apps good,3,neutral,neutral
"Aktivasi akun di Aplikasi Jenius mudah sekali, bisa menabung secara online dan sistemnya praktis pakai e-wallet, mau top-up buat netflix dan lainnya gampang banget! Very useful app! Recommended!",aktivasi akun di aplikasi jenius mudah sekali bisa menabung secara online dan sistemnya praktis pakai ewallet mau topup buat netflix dan lainnya gampang banget useful app recommended,5,positive,positive
"makin hari makin buruk sistem tiap melakukan penarikan gagal, ajukan flexicash gagal, melakukan penjualan usd gagal selama 5 hari, chat live chat solusi cm update versi terbaru, gw sampai ganti hp baru buat login tetap saja sama hasilnya... sistem admin livechat tidak ada solusinya.. pelayanan juga menurun tidak seperti dulu kwalitas app skrg sangat sangat buruk",makin hari makin buruk sistem tiap melakukan penarikan gagal ajukan flexicash gagal melakukan penjualan usd gagal selama hari chat live chat solusi cm update versi terbaru gw sampai ganti hp baru buat login tetap saja sama hasilnya sistem admin livechat tidak ada solusinya pelayanan juga menurun tidak seperti dulu kwalitas app skrg sangat sangat buruk,1,negative,negative
Crash and crash and crash... Always crashing,crash crash crash always crashing,1,negative,negative
"Aplikasi digital perbankan terbaik ,ga akan nyesell pake jeniuss ❤️❤️",aplikasi digital perbankan terbaik ga akan nyesell pake jeniuss,5,positive,positive
"Susah banget dibuka appnya. Buka BCA bisa, buka jenius muter2 aja ga selesai2",susah banget dibuka appnya buka bca bisa buka jenius muter aja ga selesai,1,negative,negative
"aplikasi nya bagus banget, ada mobile bankingnya jadi mau top up gampang👍",aplikasi nya bagus banget ada mobile bankingnya jadi mau top gampang,5,positive,positive
aplikasi baru aangat lemot,aplikasi baru aangat lemot,1,negative,negative
Aplikasi e wallet yg banyak banget benefitnya! Apalagi banyak promonya,aplikasi e wallet yg banyak banget benefitnya apalagi banyak promonya,5,positive,positive
"App jenius lagi kenapa ya? Dari kemaren mau top up/transfer lewat flip tidak bisa terus udah klick button next tampilan masih tetap sama tidak ada perubahan. Dari minggu"" lalu sudah tanya di SMBCI Care, disuruh melakukan restart hp, clear cache dll sudah saya lakukam tapj tetap sama. Mohon bantuannya",app jenius lagi kenapa ya dari kemaren mau top uptransfer lewat flip tidak bisa terus udah klick button next tampilan masih tetap sama tidak ada perubahan dari minggu lalu sudah tanya di smbci care disuruh melakukan restart hp clear cache dll sudah saya lakukam tapj tetap sama mohon bantuannya,3,neutral,neutral
"Aplikasi mbanking nya bagus sih terutama untuk service yang ditawarin udah banyak, sama UI UX yang juga simple cocok buat anak muda engga yang berlebihan dan responded banget",aplikasi mbanking nya bagus sih terutama untuk service yang ditawarin udah banyak sama ui ux yang juga simple cocok buat anak muda engga yang berlebihan dan responded banget,5,positive,positive
"The Credit Card menu disappear on this day when I need to make payment. 🥲 Also the inconsistency of language is confusing me. I choose Indonesian, but at every corner there are English words peppered here and there. Had to think first before taking any actions within the app. Obviously can't recommend this to the elderly.",credit card menu disappear day need make payment also inconsistency language confusing choose indonesian every corner english word peppered think first taking action within app obviously cant recommend elderly,1,negative,negative
